source	target	type	effect	arrow	relation_id	kegg_id_source	genesymbol_source	uniprot_source	kegg_id_target	genesymbol_target	uniprot_target	pathway_name
993	51	79	ECrel	compound	66	hsa04070:24	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	Phosphatidylinositol signaling system
994	80	82	ECrel	compound	74	hsa04070:25	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	Phosphatidylinositol signaling system
995	82	89	ECrel	compound	74	hsa04070:26	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	Phosphatidylinositol signaling system
996	82	87	ECrel	compound	74	hsa04070:27	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	Phosphatidylinositol signaling system
997	82	103	ECrel	compound	74	hsa04070:28	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	Phosphatidylinositol signaling system
998	80	89	ECrel	compound	66	hsa04070:29	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	Phosphatidylinositol signaling system
999	80	89	ECrel	compound	74	hsa04070:30	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	Phosphatidylinositol signaling system
1000	80	87	ECrel	compound	74	hsa04070:31	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	Phosphatidylinositol signaling system
1001	80	103	ECrel	compound	74	hsa04070:32	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	Phosphatidylinositol signaling system
1002	87	89	ECrel	compound	74	hsa04070:33	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	Phosphatidylinositol signaling system
1003	89	103	ECrel	compound	74	hsa04070:34	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	Phosphatidylinositol signaling system
1004	87	103	ECrel	compound	74	hsa04070:35	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	Phosphatidylinositol signaling system
1005	104	106	ECrel	compound	73	hsa04070:36	hsa:3635 hsa:3636	INPP5D	Q92835	hsa:5728	PTEN	P60484	Phosphatidylinositol signaling system
1006	104	106	ECrel	compound	73	hsa04070:36	hsa:3635 hsa:3636	INPP5D	Q92835	hsa:5728	TEP1	Q99973	Phosphatidylinositol signaling system
1007	79	104	ECrel	compound	73	hsa04070:37	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:3635 hsa:3636	INPP5D	Q92835	Phosphatidylinositol signaling system
1008	83	88	ECrel	compound	72	hsa04070:38	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	hsa:200576	PIKFYVE	Q9Y2I7	Phosphatidylinositol signaling system
1009	83	88	ECrel	compound	72	hsa04070:38	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	hsa:200576	CFD	P00746	Phosphatidylinositol signaling system
1010	83	86	ECrel	compound	72	hsa04070:39	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	hsa:3631 hsa:8821	INPP4A	Q96PE3	Phosphatidylinositol signaling system
1011	45	88	ECrel	compound	72	hsa04070:40	hsa:5728	PTEN	P60484	hsa:200576	PIKFYVE	Q9Y2I7	Phosphatidylinositol signaling system
1012	45	88	ECrel	compound	72	hsa04070:40	hsa:5728	PTEN	P60484	hsa:200576	CFD	P00746	Phosphatidylinositol signaling system
1013	45	88	ECrel	compound	72	hsa04070:40	hsa:5728	TEP1	Q99973	hsa:200576	PIKFYVE	Q9Y2I7	Phosphatidylinositol signaling system
1014	45	88	ECrel	compound	72	hsa04070:40	hsa:5728	TEP1	Q99973	hsa:200576	CFD	P00746	Phosphatidylinositol signaling system
1015	45	86	ECrel	compound	72	hsa04070:41	hsa:5728	PTEN	P60484	hsa:3631 hsa:8821	INPP4A	Q96PE3	Phosphatidylinositol signaling system
1016	45	86	ECrel	compound	72	hsa04070:41	hsa:5728	TEP1	Q99973	hsa:3631 hsa:8821	INPP4A	Q96PE3	Phosphatidylinositol signaling system
1017	88	105	ECrel	compound	72	hsa04070:42	hsa:200576	PIKFYVE	Q9Y2I7	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	Phosphatidylinositol signaling system
1018	88	105	ECrel	compound	72	hsa04070:42	hsa:200576	CFD	P00746	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	Phosphatidylinositol signaling system
1019	86	105	ECrel	compound	72	hsa04070:43	hsa:3631 hsa:8821	INPP4A	Q96PE3	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	Phosphatidylinositol signaling system
1020	86	88	ECrel	compound	72	hsa04070:44	hsa:3631 hsa:8821	INPP4A	Q96PE3	hsa:200576	PIKFYVE	Q9Y2I7	Phosphatidylinositol signaling system
1021	86	88	ECrel	compound	72	hsa04070:44	hsa:3631 hsa:8821	INPP4A	Q96PE3	hsa:200576	CFD	P00746	Phosphatidylinositol signaling system
1022	86	87	ECrel	compound	47	hsa04070:45	hsa:3631 hsa:8821	INPP4A	Q96PE3	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	Phosphatidylinositol signaling system
1023	87	104	ECrel	compound	47	hsa04070:46	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	hsa:3635 hsa:3636	INPP5D	Q92835	Phosphatidylinositol signaling system
1024	86	104	ECrel	compound	47	hsa04070:47	hsa:3631 hsa:8821	INPP4A	Q96PE3	hsa:3635 hsa:3636	INPP5D	Q92835	Phosphatidylinositol signaling system
1025	91	101	ECrel	compound	65	hsa04070:48	hsa:253430	IPMK	Q8NFU5	hsa:3705	ITPK1	Q13572	Phosphatidylinositol signaling system
1026	46	91	ECrel	compound	60	hsa04070:49	hsa:64768	IPPK	Q9H8X2	hsa:253430	IPMK	Q8NFU5	Phosphatidylinositol signaling system
1027	100	102	ECrel	compound	56	hsa04070:50	hsa:3632	INPP5A	Q14642	hsa:3706 hsa:3707 hsa:80271	ITPKA	P23677	Phosphatidylinositol signaling system
1028	99	100	ECrel	compound	55	hsa04070:51	hsa:3628	INPP1	P49441	hsa:3632	INPP5A	Q14642	Phosphatidylinositol signaling system
1029	92	94	ECrel	compound	59	hsa04070:52	hsa:4534	MTM1	Q13496	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	Phosphatidylinositol signaling system
1030	96	99	ECrel	compound	63	hsa04070:53	hsa:3631 hsa:8821	INPP4A	Q96PE3	hsa:3628	INPP1	P49441	Phosphatidylinositol signaling system
1031	95	96	ECrel	compound	58	hsa04070:54	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	hsa:3631 hsa:8821	INPP4A	Q96PE3	Phosphatidylinositol signaling system
1032	94	95	ECrel	compound	67	hsa04070:55	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	Phosphatidylinositol signaling system
1033	93	94	ECrel	compound	67	hsa04070:56	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	Phosphatidylinositol signaling system
1034	78	94	ECrel	compound	67	hsa04070:57	hsa:10423	CDIPT	O14735	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	Phosphatidylinositol signaling system
1035	93	95	ECrel	compound	67	hsa04070:58	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	Phosphatidylinositol signaling system
1036	78	95	ECrel	compound	67	hsa04070:59	hsa:10423	CDIPT	O14735	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	Phosphatidylinositol signaling system
1037	78	93	ECrel	compound	67	hsa04070:60	hsa:10423	CDIPT	O14735	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	Phosphatidylinositol signaling system
1038	51	102	ECrel	compound	61	hsa04070:61	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:3706 hsa:3707 hsa:80271	ITPKA	P23677	Phosphatidylinositol signaling system
1039	98	102	ECrel	compound	61	hsa04070:62	hsa:3632	INPP5A	Q14642	hsa:3706 hsa:3707 hsa:80271	ITPKA	P23677	Phosphatidylinositol signaling system
1040	51	98	ECrel	compound	61	hsa04070:63	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:3632	INPP5A	Q14642	Phosphatidylinositol signaling system
1041	98	103	ECrel	compound	62	hsa04070:64	hsa:3632	INPP5A	Q14642	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	Phosphatidylinositol signaling system
1042	97	98	ECrel	compound	62	hsa04070:65	hsa:3628	INPP1	P49441	hsa:3632	INPP5A	Q14642	Phosphatidylinositol signaling system
1043	97	103	ECrel	compound	62	hsa04070:66	hsa:3628	INPP1	P49441	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	Phosphatidylinositol signaling system
1044	93	97	ECrel	compound	57	hsa04070:67	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	hsa:3628	INPP1	P49441	Phosphatidylinositol signaling system
1045	50	103	ECrel	compound	71	hsa04070:68	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	Phosphatidylinositol signaling system
1046	51	103	ECrel	compound	71	hsa04070:69	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	Phosphatidylinositol signaling system
1047	50	51	ECrel	compound	71	hsa04070:71	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	Phosphatidylinositol signaling system
1048	78	84	ECrel	compound	69	hsa04070:75	hsa:10423	CDIPT	O14735	hsa:1040 hsa:8760	CDS1	Q92903	Phosphatidylinositol signaling system
1049	80	90	ECrel	compound	66	hsa04070:76	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	hsa:5305 hsa:79837 hsa:8396	PIP4K2A	P48426	Phosphatidylinositol signaling system
1050	89	90	ECrel	compound	66	hsa04070:77	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	hsa:5305 hsa:79837 hsa:8396	PIP4K2A	P48426	Phosphatidylinositol signaling system
1051	80	106	ECrel	compound	66	hsa04070:78	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	hsa:5728	PTEN	P60484	Phosphatidylinositol signaling system
1052	80	106	ECrel	compound	66	hsa04070:78	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	hsa:5728	TEP1	Q99973	Phosphatidylinositol signaling system
1053	79	80	ECrel	compound	66	hsa04070:79	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	Phosphatidylinositol signaling system
1054	51	80	ECrel	compound	66	hsa04070:80	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	Phosphatidylinositol signaling system
1055	89	106	ECrel	compound	66	hsa04070:81	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	hsa:5728	PTEN	P60484	Phosphatidylinositol signaling system
1056	89	106	ECrel	compound	66	hsa04070:81	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	hsa:5728	TEP1	Q99973	Phosphatidylinositol signaling system
1057	79	89	ECrel	compound	66	hsa04070:82	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	Phosphatidylinositol signaling system
1058	51	89	ECrel	compound	66	hsa04070:83	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	Phosphatidylinositol signaling system
1059	50	82	ECrel	compound	75	hsa04070:84	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	Phosphatidylinositol signaling system
1060	81	82	ECrel	compound	75	hsa04070:85	hsa:200576	PIKFYVE	Q9Y2I7	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	Phosphatidylinositol signaling system
1061	81	82	ECrel	compound	75	hsa04070:85	hsa:200576	CFD	P00746	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	Phosphatidylinositol signaling system
1062	82	83	ECrel	compound	75	hsa04070:86	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	PIK3C2A	O00443	Phosphatidylinositol signaling system
1063	45	82	ECrel	compound	75	hsa04070:87	hsa:5728	PTEN	P60484	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	Phosphatidylinositol signaling system
1064	45	82	ECrel	compound	75	hsa04070:87	hsa:5728	TEP1	Q99973	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	Phosphatidylinositol signaling system
1065	82	105	ECrel	compound	75	hsa04070:88	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	Phosphatidylinositol signaling system
1066	78	82	ECrel	compound	75	hsa04070:89	hsa:10423	CDIPT	O14735	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	Phosphatidylinositol signaling system
1067	50	92	ECrel	compound	59	hsa04070:90	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:4534	MTM1	Q13496	Phosphatidylinositol signaling system
1068	50	94	ECrel	compound	59	hsa04070:91	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:3612 hsa:3613 hsa:54928	IMPA1	P29218	Phosphatidylinositol signaling system
1069	90	225	ECrel	compound	66	hsa04070:92	hsa:5305 hsa:79837 hsa:8396	PIP4K2A	P48426	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1070	79	225	ECrel	compound	66	hsa04070:93	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1071	106	225	ECrel	compound	66	hsa04070:94	hsa:5728	PTEN	P60484	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1072	106	225	ECrel	compound	66	hsa04070:94	hsa:5728	TEP1	Q99973	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1073	80	225	ECrel	compound	66	hsa04070:95	hsa:23396 hsa:8394 hsa:8395	PIP5K1C	O60331	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1074	89	225	ECrel	compound	66	hsa04070:96	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	INPP5B	P32019	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1075	81	225	ECrel	compound	49	hsa04070:97	hsa:200576	PIKFYVE	Q9Y2I7	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1076	81	225	ECrel	compound	49	hsa04070:97	hsa:200576	CFD	P00746	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1077	90	225	ECrel	compound	49	hsa04070:98	hsa:5305 hsa:79837 hsa:8396	PIP4K2A	P48426	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1078	228	225	ECrel	compound	49	hsa04070:99	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	hsa:55529 hsa:90809	PIP4P2	Q8N4L2	Phosphatidylinositol signaling system
1079	88	228	ECrel	compound	48	hsa04070:100	hsa:200576	PIKFYVE	Q9Y2I7	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	Phosphatidylinositol signaling system
1080	88	228	ECrel	compound	48	hsa04070:100	hsa:200576	CFD	P00746	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	Phosphatidylinositol signaling system
1081	81	228	ECrel	compound	49	hsa04070:101	hsa:200576	PIKFYVE	Q9Y2I7	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	Phosphatidylinositol signaling system
1082	81	228	ECrel	compound	49	hsa04070:101	hsa:200576	CFD	P00746	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	Phosphatidylinositol signaling system
1083	90	228	ECrel	compound	49	hsa04070:102	hsa:5305 hsa:79837 hsa:8396	PIP4K2A	P48426	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	Phosphatidylinositol signaling system
1084	88	265	ECrel	compound	72	hsa04070:103	hsa:200576	PIKFYVE	Q9Y2I7	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1085	88	265	ECrel	compound	72	hsa04070:103	hsa:200576	CFD	P00746	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1086	86	265	ECrel	compound	72	hsa04070:104	hsa:3631 hsa:8821	INPP4A	Q96PE3	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1087	45	265	ECrel	compound	72	hsa04070:105	hsa:5728	PTEN	P60484	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1088	45	265	ECrel	compound	72	hsa04070:105	hsa:5728	TEP1	Q99973	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1089	105	265	ECrel	compound	72	hsa04070:106	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1090	45	265	ECrel	compound	75	hsa04070:107	hsa:5728	PTEN	P60484	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1091	45	265	ECrel	compound	75	hsa04070:107	hsa:5728	TEP1	Q99973	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1092	105	265	ECrel	compound	75	hsa04070:108	hsa:4534 hsa:55613 hsa:64419 hsa:8776 hsa:8897 hsa:8898 hsa:9107 hsa:9108 hsa:9110	MTM1	Q13496	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1093	82	265	ECrel	compound	75	hsa04070:109	hsa:5297 hsa:5298 hsa:55300 hsa:55361	PI4KA	P42356	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1094	81	265	ECrel	compound	75	hsa04070:110	hsa:200576	PIKFYVE	Q9Y2I7	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1095	81	265	ECrel	compound	75	hsa04070:110	hsa:200576	CFD	P00746	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1096	50	265	ECrel	compound	75	hsa04070:111	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1097	78	265	ECrel	compound	75	hsa04070:112	hsa:10423	CDIPT	O14735	hsa:5289 hsa:5295 hsa:5296 hsa:8503	PIK3C3	Q8NEB9	Phosphatidylinositol signaling system
1098	98	233	ECrel	compound	61	hsa04070:113	hsa:3632	INPP5A	Q14642	hsa:253430	IPMK	Q8NFU5	Phosphatidylinositol signaling system
1099	102	233	ECrel	compound	61	hsa04070:114	hsa:3706 hsa:3707 hsa:80271	ITPKA	P23677	hsa:253430	IPMK	Q8NFU5	Phosphatidylinositol signaling system
1100	51	233	ECrel	compound	61	hsa04070:115	hsa:113026 hsa:23236 hsa:51196 hsa:5330 hsa:5331 hsa:5332 hsa:5333 hsa:5335 hsa:5336 hsa:84812 hsa:89869	PLCD3	Q8N3E9	hsa:253430	IPMK	Q8NFU5	Phosphatidylinositol signaling system
1101	100	101	ECrel	compound	55	hsa04070:116	hsa:3632	INPP5A	Q14642	hsa:3705	ITPK1	Q13572	Phosphatidylinositol signaling system
1102	226	101	ECrel	compound	55	hsa04070:117	hsa:3631 hsa:8821	INPP4A	Q96PE3	hsa:3705	ITPK1	Q13572	Phosphatidylinositol signaling system
1103	99	101	ECrel	compound	55	hsa04070:118	hsa:3628	INPP1	P49441	hsa:3705	ITPK1	Q13572	Phosphatidylinositol signaling system
1104	226	99	ECrel	compound	55	hsa04070:119	hsa:3631 hsa:8821	INPP4A	Q96PE3	hsa:3628	INPP1	P49441	Phosphatidylinositol signaling system
1105	100	226	ECrel	compound	55	hsa04070:120	hsa:3632	INPP5A	Q14642	hsa:3631 hsa:8821	INPP4A	Q96PE3	Phosphatidylinositol signaling system
1106	92	226	ECrel	compound	64	hsa04070:121	hsa:4534	MTM1	Q13496	hsa:3631 hsa:8821	INPP4A	Q96PE3	Phosphatidylinositol signaling system
1107	46	232	ECrel	compound	60	hsa04070:122	hsa:64768	IPPK	Q9H8X2	hsa:253430	IPMK	Q8NFU5	Phosphatidylinositol signaling system
1108	91	232	ECrel	compound	60	hsa04070:123	hsa:253430	IPMK	Q8NFU5	hsa:253430	IPMK	Q8NFU5	Phosphatidylinositol signaling system
1109	239	46	ECrel	compound	68	hsa04070:124	hsa:23262 hsa:9677	PPIP5K2	O43314	hsa:64768	IPPK	Q9H8X2	Phosphatidylinositol signaling system
1110	236	46	ECrel	compound	68	hsa04070:125	hsa:117283 hsa:51447 hsa:9807	IP6K3	Q96PC2	hsa:64768	IPPK	Q9H8X2	Phosphatidylinositol signaling system
1111	241	236	ECrel	compound	52	hsa04070:126	hsa:23262 hsa:9677	PPIP5K2	O43314	hsa:117283 hsa:51447 hsa:9807	IP6K3	Q96PC2	Phosphatidylinositol signaling system
1112	238	239	ECrel	compound	234	hsa04070:127	hsa:117283 hsa:51447 hsa:9807	IP6K3	Q96PC2	hsa:23262 hsa:9677	PPIP5K2	O43314	Phosphatidylinositol signaling system
1113	241	238	ECrel	compound	235	hsa04070:128	hsa:23262 hsa:9677	PPIP5K2	O43314	hsa:117283 hsa:51447 hsa:9807	IP6K3	Q96PC2	Phosphatidylinositol signaling system
1114	236	239	ECrel	compound	68	hsa04070:129	hsa:117283 hsa:51447 hsa:9807	IP6K3	Q96PC2	hsa:23262 hsa:9677	PPIP5K2	O43314	Phosphatidylinositol signaling system
